Date,VIX,Gold
2008-08-21,19.82,82.3
2008-08-22,18.81,81.08
2008-08-25,20.97,80.93
2008-08-26,20.49,81.23
2008-08-27,19.76,81.36
2008-08-28,19.43,82.18
2008-08-29,20.65,81.71
2008-09-02,21.99,79.2
2008-09-03,21.43,78.89
2008-09-04,24.03,78.39
2008-09-05,23.06,78.98
2008-09-08,22.64,78.86
2008-09-09,25.47,76.49
2008-09-10,24.52,74.22
2008-09-11,24.39,73.08
2008-09-12,25.66,75.55
2008-09-15,31.7,77.56
2008-09-16,30.3,76.79
2008-09-17,36.22,85.46
2008-09-18,33.1,82.8
2008-09-19,32.07,85.98
2008-09-22,33.85,89.18
2008-09-23,35.72,88.32
2008-09-24,35.17,86.71
2008-09-25,32.82,86.45
2008-09-26,34.74,86.64
2008-09-29,46.72,89.57
2008-09-30,39.39,85.07
2008-10-01,39.7,85.97
2008-10-02,45.26,82.33
2008-10-03,45.14,82.59
2008-10-06,51.93,84.28
2008-10-07,53.78,87.27
2008-10-08,57.53,89.42
2008-10-09,63.92,89.9
2008-10-10,69.72,83.22
2008-10-13,54.99,81.99
2008-10-14,55.13,82.2
2008-10-15,69.01,83.31
2008-10-16,67.61,79.29
2008-10-17,70.33,77.21
2008-10-20,52.97,78.5
2008-10-21,53.11,76.03
2008-10-22,69.65,71.71
2008-10-23,67.8,70.65
2008-10-24,79.13,72.21
2008-10-27,80.06,72.18
2008-10-28,66.94,73.79
2008-10-29,69.96,74.0
2008-10-30,62.9,72.71
2008-10-31,59.89,71.34
2008-11-03,53.74,71.1
2008-11-04,47.73,75.48
2008-11-05,54.58,72.8
2008-11-06,63.64,72.22
2008-11-07,56.1,72.5
2008-11-10,59.98,73.58
2008-11-11,61.44,72.05
2008-11-12,66.46,70.0
2008-11-13,59.09,72.15
2008-11-14,66.2,73.3
2008-11-17,69.15,72.65
2008-11-18,67.64,72.51
2008-11-19,74.26,72.26
2008-11-20,80.86,73.45
2008-11-21,72.67,78.85
2008-11-24,64.7,80.91
2008-11-25,60.9,80.87
2008-11-26,54.92,80.38
2008-11-28,55.28,80.31
2008-12-01,68.51,75.65
2008-12-02,62.98,76.95
2008-12-03,60.72,76.18
2008-12-04,63.64,75.5
2008-12-05,59.93,74.52
2008-12-08,58.49,76.19
2008-12-09,58.91,76.33
2008-12-10,55.73,79.75
2008-12-11,55.78,80.65
2008-12-12,54.28,80.81
2008-12-15,56.76,82.6
2008-12-16,52.37,84.46
2008-12-17,49.84,85.43
2008-12-18,47.34,83.87
2008-12-19,44.93,82.63
2008-12-22,44.56,83.46
2008-12-23,45.02,82.63
2008-12-24,44.21,83.46
2008-12-26,43.38,85.6
2008-12-29,43.9,86.35
2008-12-30,41.63,85.9
2008-12-31,40.0,86.52
2009-01-02,39.19,86.23
2009-01-05,39.08,84.48
2009-01-06,38.56,85.13
2009-01-07,43.39,82.75
2009-01-08,42.56,84.46
2009-01-09,42.82,83.92
2009-01-12,45.84,80.76
2009-01-13,43.27,80.88
2009-01-14,49.14,79.79
2009-01-15,51.0,80.39
2009-01-16,46.11,82.71
2009-01-20,56.65,84.52
2009-01-21,46.42,84.15
2009-01-22,47.29,84.58
2009-01-23,47.27,88.53
2009-01-26,45.69,88.95
2009-01-27,42.25,88.38
2009-01-28,39.66,87.42
2009-01-29,42.63,89.5
2009-01-30,44.84,91.31
2009-02-02,45.52,88.84
2009-02-03,43.06,88.47
2009-02-04,43.85,89.18
2009-02-05,43.73,90.12
2009-02-06,43.37,89.59
2009-02-09,43.64,88.32
2009-02-10,46.67,90.21
2009-02-11,44.53,92.29
2009-02-12,41.25,93.17
2009-02-13,42.93,92.55
2009-02-17,48.66,95.45
2009-02-18,48.46,96.91
2009-02-19,47.08,95.77
2009-02-20,49.3,97.8
2009-02-23,52.62,97.73
2009-02-24,45.49,94.73
2009-02-25,44.67,93.15
2009-02-26,44.66,93.06
2009-02-27,46.35,92.63
2009-03-02,52.65,90.93
2009-03-03,50.93,90.04
2009-03-04,47.56,88.99
2009-03-05,50.17,91.99
2009-03-06,49.33,92.29
2009-03-09,49.68,90.57
2009-03-10,44.37,88.14
2009-03-11,43.61,89.22
2009-03-12,41.18,91.1
2009-03-13,42.36,91.3
2009-03-16,43.74,90.8
2009-03-17,40.8,90.04
2009-03-18,40.06,93.09
2009-03-19,43.68,94.35
2009-03-20,45.89,93.59
2009-03-23,43.23,92.08
2009-03-24,42.93,90.95
2009-03-25,42.25,91.98
2009-03-26,40.36,91.93
2009-03-27,41.04,90.69
2009-03-30,45.54,89.98
2009-03-31,44.14,90.28
2009-04-01,42.28,91.03
2009-04-02,42.04,88.8
2009-04-03,39.7,87.59
2009-04-06,40.93,85.27
2009-04-07,40.39,86.74
2009-04-08,38.85,86.61
2009-04-09,36.53,86.31
2009-04-13,37.81,87.88
2009-04-14,37.67,87.37
2009-04-15,36.17,87.5
2009-04-16,35.79,85.81
2009-04-17,33.94,85.22
2009-04-20,39.18,86.95
2009-04-21,37.14,86.89
2009-04-22,38.1,87.38
2009-04-23,37.15,88.8
2009-04-24,36.82,89.72
2009-04-27,38.32,89.01
2009-04-28,37.95,87.75
2009-04-29,36.08,88.33
2009-04-30,36.5,87.27
2009-05-01,35.3,86.95
2009-05-04,34.53,88.64
2009-05-05,33.36,88.25
2009-05-06,32.45,89.54
2009-05-07,33.44,89.44
2009-05-08,32.05,89.98
2009-05-11,32.87,89.69
2009-05-12,31.8,90.7
2009-05-13,33.65,91.09
2009-05-14,31.37,91.03
2009-05-15,33.12,91.55
2009-05-18,30.24,90.36
2009-05-19,28.8,90.96
2009-05-20,29.03,92.25
2009-05-21,31.35,93.85
2009-05-22,32.63,94.15
2009-05-26,30.62,93.76
2009-05-27,32.36,93.45
2009-05-28,31.67,94.24
2009-05-29,28.92,96.2
2009-06-01,30.04,95.73
2009-06-02,29.63,96.36
2009-06-03,31.02,94.41
2009-06-04,30.18,96.23
2009-06-05,29.62,93.71
2009-06-08,29.77,93.56
2009-06-09,28.27,93.83
2009-06-10,28.46,93.86
2009-06-11,28.11,93.7
2009-06-12,28.15,92.17
2009-06-15,30.81,91.1
2009-06-16,32.68,91.93
2009-06-17,31.54,92.35
2009-06-18,30.03,91.61
2009-06-19,27.99,91.9
2009-06-22,31.17,90.54
2009-06-23,30.58,90.92
2009-06-24,29.05,91.45
2009-06-25,26.36,92.31
2009-06-26,25.93,92.29
2009-06-29,25.35,92.04
2009-06-30,26.35,91.18
2009-07-01,26.22,92.39
2009-07-02,27.95,91.25
2009-07-06,29.0,90.76
2009-07-07,30.85,90.71
2009-07-08,31.3,89.27
2009-07-09,29.78,89.51
2009-07-10,29.02,89.58
2009-07-13,26.31,90.19
2009-07-14,25.02,90.81
2009-07-15,25.89,92.24
2009-07-16,25.42,91.98
2009-07-17,24.34,91.93
2009-07-20,24.4,93.28
2009-07-21,23.87,93.13
2009-07-22,23.47,93.44
2009-07-23,23.43,93.26
2009-07-24,23.09,93.41
2009-07-27,24.28,93.71
2009-07-28,25.01,92.11
2009-07-29,25.61,91.2
2009-07-30,25.4,91.62
2009-07-31,25.92,93.35
2009-08-03,25.56,93.87
2009-08-04,24.89,94.68
2009-08-05,24.9,94.78
2009-08-06,25.67,94.6
2009-08-07,24.76,93.75
2009-08-10,24.99,92.93
2009-08-11,25.99,92.79
2009-08-12,25.45,92.95
2009-08-13,24.71,93.72
2009-08-14,24.27,93.0
2009-08-17,27.89,91.61
2009-08-18,26.18,92.06
2009-08-19,26.26,92.53
2009-08-20,25.09,92.27
2009-08-21,25.01,93.65
2009-08-24,25.14,92.34
2009-08-25,24.92,92.76
2009-08-26,24.95,92.79
2009-08-27,24.68,93.19
2009-08-28,24.76,93.87
2009-08-31,26.01,93.4
2009-09-01,29.15,93.9
2009-09-02,28.9,96.19
2009-09-03,27.1,97.46
2009-09-04,25.26,97.53
2009-09-08,25.62,97.43
2009-09-09,24.32,97.08
2009-09-10,23.55,97.7
2009-09-11,24.15,98.78
2009-09-14,23.86,97.96
2009-09-15,23.42,98.9
2009-09-16,23.69,99.91
2009-09-17,23.65,99.34
2009-09-18,23.92,98.67
2009-09-21,24.06,98.36
2009-09-22,23.08,99.67
2009-09-23,23.49,98.83
2009-09-24,24.95,97.55
2009-09-25,25.61,97.0
2009-09-28,24.88,97.05
2009-09-29,25.19,97.43
2009-09-30,25.61,98.85
2009-10-01,28.27,97.89
2009-10-02,28.68,98.37
2009-10-05,26.84,99.82
2009-10-06,25.7,102.28
2009-10-07,24.68,102.36
2009-10-08,24.18,103.64
2009-10-09,23.12,102.84
2009-10-12,23.01,103.56
2009-10-13,22.99,104.26
2009-10-14,22.86,104.18
2009-10-15,21.72,102.86
2009-10-16,21.43,103.18
2009-10-19,21.49,104.23
2009-10-20,20.9,103.42
2009-10-21,22.22,103.75
2009-10-22,20.69,103.92
2009-10-23,22.27,103.49
2009-10-26,24.31,101.86
2009-10-27,24.83,101.85
2009-10-28,27.91,100.73
2009-10-29,24.76,102.69
2009-10-30,30.69,102.53
2009-11-02,29.78,103.95
2009-11-03,28.81,106.46
2009-11-04,27.72,107.1
2009-11-05,25.43,106.98
2009-11-06,24.19,107.43
2009-11-09,23.15,108.19
2009-11-10,22.84,108.39
2009-11-11,23.04,109.6
2009-11-12,24.24,108.21
2009-11-13,23.36,109.74
2009-11-16,22.89,111.63
2009-11-17,22.41,111.97
2009-11-18,21.63,112.25
2009-11-19,22.63,112.3
2009-11-20,22.19,112.94
2009-11-23,21.16,114.29
2009-11-24,20.47,114.73
2009-11-25,20.48,116.62
2009-11-27,24.74,115.06
2009-11-30,24.51,115.64
2009-12-01,21.92,117.38
2009-12-02,21.12,119.18
2009-12-03,22.46,118.7
2009-12-04,21.25,113.75
2009-12-07,22.1,113.11
2009-12-08,23.69,110.95
2009-12-09,22.66,110.84
2009-12-10,22.32,110.82
2009-12-11,21.59,109.32
2009-12-14,21.15,110.24
2009-12-15,21.49,110.21
2009-12-16,20.54,111.59
2009-12-17,22.51,107.34
2009-12-18,21.68,108.95
2009-12-21,20.49,106.95
2009-12-22,19.54,106.17
2009-12-23,19.71,106.55
2009-12-24,19.47,108.36
2009-12-28,19.93,108.55
2009-12-29,20.01,107.47
2009-12-30,19.96,106.93
2009-12-31,21.68,107.31
2010-01-04,20.04,109.8
2010-01-05,19.35,109.7
2010-01-06,19.16,111.51
2010-01-07,19.06,110.82
2010-01-08,18.13,111.37
2010-01-11,17.55,112.85
2010-01-12,18.25,110.49
2010-01-13,17.85,111.54
2010-01-14,17.63,112.03
2010-01-15,17.91,110.86
2010-01-19,17.58,111.52
2010-01-20,18.68,108.94
2010-01-21,22.27,107.37
2010-01-22,27.31,107.17
2010-01-25,25.41,107.48
2010-01-26,24.55,107.56
2010-01-27,23.14,106.53
2010-01-28,23.73,106.48
2010-01-29,24.62,105.96
2010-02-01,22.59,108.35
2010-02-02,21.48,109.13
2010-02-03,21.6,108.7
2010-02-04,26.08,104.37
2010-02-05,26.11,104.68
2010-02-08,26.51,104.04
2010-02-09,26.0,105.41
2010-02-10,25.4,105.12
2010-02-11,23.96,107.13
2010-02-12,22.73,107.04
2010-02-16,22.25,109.62
2010-02-17,21.72,109.25
2010-02-18,20.63,109.98
2010-02-19,20.02,109.47
2010-02-22,19.94,109.07
2010-02-23,21.37,107.89
2010-02-24,20.27,107.36
2010-02-25,20.1,108.31
2010-02-26,19.5,109.43
2010-03-01,19.26,109.43
2010-03-02,19.06,111.02
2010-03-03,18.83,111.63
2010-03-04,18.72,110.83
2010-03-05,17.42,110.81
2010-03-08,17.79,109.88
2010-03-09,17.92,109.72
2010-03-10,18.57,108.47
2010-03-11,18.06,108.6
2010-03-12,17.58,107.95
2010-03-15,18.0,108.36
2010-03-16,17.69,110.4
2010-03-17,16.91,109.59
2010-03-18,16.62,110.34
2010-03-19,16.97,108.28
2010-03-22,16.87,107.75
2010-03-23,16.35,108.32
2010-03-24,17.55,106.3
2010-03-25,18.4,106.78
2010-03-26,17.77,108.59
2010-03-29,17.59,108.75
2010-03-30,17.13,107.97
2010-03-31,17.59,108.95
2010-04-01,17.47,110.26
2010-04-05,17.02,110.89
2010-04-06,16.23,111.03
2010-04-07,16.62,112.49
2010-04-08,16.48,112.65
2010-04-09,16.14,113.64
2010-04-12,15.58,113.01
2010-04-13,16.2,112.69
2010-04-14,15.59,113.03
2010-04-15,15.89,113.65
2010-04-16,18.36,111.24
2010-04-19,17.34,111.15
2010-04-20,15.73,111.46
2010-04-21,16.32,112.31
2010-04-22,16.47,111.84
2010-04-23,16.62,113.19
2010-04-26,17.47,112.75
2010-04-27,22.81,114.63
2010-04-28,21.08,114.31
2010-04-29,18.44,114.28
2010-04-30,22.06,115.36
2010-05-03,20.19,115.73
2010-05-04,23.84,114.87
2010-05-05,24.91,115.09
2010-05-06,32.8,118.49
2010-05-07,40.95,118.27
2010-05-10,28.84,117.57
2010-05-11,28.32,120.66
2010-05-12,25.52,121.4
2010-05-13,26.68,120.56
2010-05-14,31.24,120.37
2010-05-17,30.84,119.36
2010-05-18,33.55,119.49
2010-05-19,35.32,116.63
2010-05-20,45.79,115.84
2010-05-21,40.1,115.22
2010-05-24,38.32,116.84
2010-05-25,34.61,117.36
2010-05-26,35.02,118.47
2010-05-27,29.68,118.69
2010-05-28,32.07,118.88
2010-06-01,35.54,119.91
2010-06-02,30.17,119.78
2010-06-03,29.46,117.96
2010-06-04,35.48,119.19
2010-06-07,36.57,121.49
2010-06-08,33.7,121.0
2010-06-09,33.73,120.56
2010-06-10,30.57,118.98
2010-06-11,28.79,120.01
2010-06-14,28.58,119.6
2010-06-15,25.87,120.99
2010-06-16,25.92,120.33
2010-06-17,25.05,121.9
2010-06-18,23.95,122.83
2010-06-21,24.88,120.39
2010-06-22,27.05,121.45
2010-06-23,26.91,120.95
2010-06-24,34.94,121.3
2010-06-25,28.53,122.76
2010-06-28,29.0,121.09
2010-06-29,34.13,121.27
2010-06-30,34.54,121.68
2010-07-01,32.86,117.04
2010-07-02,30.12,118.49
2010-07-06,29.65,116.51
2010-07-07,26.84,117.73
2010-07-08,25.71,117.21
2010-07-09,24.98,118.36
2010-07-12,24.43,117.34
2010-07-13,24.56,118.36
2010-07-14,24.89,118.3
2010-07-15,25.14,118.23
2010-07-16,26.25,116.67
2010-07-19,25.97,115.73
2010-07-20,23.93,116.65
2010-07-21,25.64,115.85
2010-07-22,24.63,116.86
2010-07-23,23.47,116.09
2010-07-27,23.19,113.51
2010-07-28,24.25,113.78
2010-07-29,24.13,114.29
2010-07-30,23.5,115.49
2010-08-02,22.01,115.54
2010-08-03,22.63,115.99
2010-08-04,22.21,116.72
2010-08-05,22.1,116.98
2010-08-06,21.74,117.84
2010-08-09,22.14,117.4
2010-08-10,22.37,117.73
2010-08-11,25.39,117.34
2010-08-12,25.73,118.77
2010-08-13,26.24,118.74
2010-08-16,26.1,119.73
2010-08-17,24.33,119.75
2010-08-18,24.59,120.22
2010-08-19,26.44,120.39
2010-08-20,25.49,119.97
2010-08-23,25.66,119.78
2010-08-24,27.46,120.36
2010-08-25,26.7,121.36
2010-08-26,27.37,120.96
2010-08-27,24.45,121.01
2010-08-30,27.21,120.91
2010-08-31,26.05,122.08
2010-09-01,23.89,121.69
2010-09-02,23.19,122.29
2010-09-03,21.31,121.86
2010-09-07,23.8,122.7
2010-09-08,23.25,122.71
2010-09-09,22.81,121.56
2010-09-10,21.99,121.73
2010-09-13,21.21,121.62
2010-09-14,21.56,124.02
2010-09-15,22.1,123.94
2010-09-16,21.72,124.63
2010-09-17,22.01,124.54
2010-09-20,21.5,124.87
2010-09-21,22.35,126.01
2010-09-22,22.51,126.2
2010-09-23,23.87,126.3
2010-09-24,21.71,126.69
2010-09-27,22.54,126.72
2010-09-28,22.6,127.85
2010-09-29,23.25,127.95
2010-09-30,23.7,127.91
2010-10-01,22.5,128.91
2010-10-04,23.53,128.46
2010-10-05,21.76,130.99
2010-10-06,21.71,131.81
2010-10-07,21.56,130.37
2010-10-08,20.71,131.66
2010-10-11,18.96,132.29
2010-10-12,18.93,131.96
2010-10-13,19.07,134.07
2010-10-14,19.88,134.75
2010-10-15,19.03,133.68
2010-10-18,19.09,134.28
2010-10-19,20.63,130.11
2010-10-20,19.79,131.32
2010-10-21,19.27,129.47
2010-10-22,18.78,129.73
2010-10-25,19.85,130.85
2010-10-26,20.22,130.88
2010-10-27,20.71,129.52
2010-10-28,20.88,131.24
2010-10-29,21.2,132.62
2010-11-01,21.83,131.92
2010-11-02,21.57,132.49
2010-11-03,19.56,131.57
2010-11-04,18.52,136.03
2010-11-05,18.26,136.38
2010-11-08,18.29,137.78
2010-11-09,19.08,135.59
2010-11-10,18.47,137.24
2010-11-11,18.64,137.66
2010-11-12,20.61,133.69
2010-11-15,20.2,132.42
2010-11-16,22.58,130.97
2010-11-17,21.76,130.38
2010-11-18,18.75,132.09
2010-11-19,18.04,132.2
2010-11-22,18.37,133.48
2010-11-23,20.63,134.41
2010-11-24,19.56,134.18
2010-11-26,22.22,133.11
2010-11-29,21.53,133.51
2010-11-30,23.54,135.42
2010-12-01,21.36,135.38
2010-12-02,19.39,135.2
2010-12-03,18.01,138.07
2010-12-06,18.02,139.11
2010-12-07,17.99,136.5
2010-12-08,17.74,134.79
2010-12-09,17.25,135.37
2010-12-10,17.61,135.41
2010-12-13,17.55,136.05
2010-12-14,17.61,136.18
2010-12-15,17.94,134.7
2010-12-16,17.39,133.81
2010-12-17,16.11,134.2
2010-12-20,16.41,135.11
2010-12-21,16.49,135.32
2010-12-22,15.45,135.05
2010-12-23,16.47,134.66
2010-12-27,17.67,135.02
2010-12-28,17.52,137.22
2010-12-29,17.28,137.71
2010-12-30,17.52,137.03
2010-12-31,17.75,138.72
2011-01-03,17.61,138.0
2011-01-04,17.38,134.75
2011-01-05,17.02,134.37
2011-01-06,17.4,133.83
2011-01-07,17.14,133.58
2011-01-10,17.54,134.12
2011-01-11,16.89,134.91
2011-01-12,16.24,135.46
2011-01-13,16.39,134.05
2011-01-14,15.46,132.69
2011-01-18,15.87,133.43
2011-01-19,17.31,133.72
2011-01-20,17.99,131.2
2011-01-21,18.47,131.03
2011-01-24,17.65,130.36
2011-01-25,17.59,130.1
2011-01-26,16.64,131.16
2011-01-27,16.15,127.93
2011-01-28,20.04,130.28
2011-01-31,19.53,129.87
2011-02-01,17.63,130.8
2011-02-02,17.3,130.45
2011-02-03,16.69,132.2
2011-02-04,15.93,131.66
2011-02-07,16.28,131.68
2011-02-08,15.81,133.14
2011-02-09,15.87,133.07
2011-02-10,16.09,132.85
2011-02-11,15.69,132.32
2011-02-14,15.95,132.95
2011-02-15,16.37,133.97
2011-02-16,16.72,134.1
2011-02-17,16.59,135.04
2011-02-18,16.43,135.41
2011-02-22,20.8,136.29
2011-02-23,22.13,137.51
2011-02-24,21.32,136.48
2011-02-25,19.22,137.38
2011-02-28,18.35,137.66
2011-03-01,21.01,140.03
2011-03-02,20.7,139.92
2011-03-03,18.6,138.09
2011-03-04,19.06,139.35
2011-03-07,20.66,139.72
2011-03-08,19.82,139.36
2011-03-09,20.22,139.41
2011-03-10,21.88,137.77
2011-03-11,20.08,138.22
2011-03-14,21.13,138.86
2011-03-15,24.32,136.27
2011-03-16,29.4,136.24
2011-03-17,26.37,136.97
2011-03-18,24.44,138.37
2011-03-21,20.61,139.14
2011-03-22,20.21,139.05
2011-03-23,19.17,140.34
2011-03-24,18.0,139.22
2011-03-25,17.91,139.26
2011-03-28,19.44,138.54
2011-03-29,18.16,138.21
2011-03-30,17.71,138.67
2011-03-31,17.74,139.86
2011-04-01,17.4,139.2
2011-04-04,17.5,139.84
2011-04-05,17.25,142.05
2011-04-06,16.9,142.38
2011-04-07,17.11,142.51
2011-04-08,17.87,143.66
2011-04-11,16.59,142.64
2011-04-12,17.09,141.61
2011-04-13,16.92,141.9
2011-04-14,16.27,143.81
2011-04-15,15.32,145.05
2011-04-18,16.96,145.93
2011-04-19,15.83,145.93
2011-04-20,15.07,146.5
2011-04-21,14.69,146.74
2011-04-25,15.77,146.87
2011-04-26,15.62,146.38
2011-04-27,15.35,149.2
2011-04-28,14.62,149.82
2011-04-29,14.75,152.37
2011-05-02,15.99,150.41
2011-05-03,16.7,149.88
2011-05-04,17.08,147.73
2011-05-05,18.2,143.47
2011-05-06,18.4,145.3
2011-05-09,17.16,147.38
2011-05-10,15.91,147.9
2011-05-11,16.95,146.54
2011-05-12,16.03,146.59
2011-05-13,17.07,145.63
2011-05-16,18.24,145.37
2011-05-17,17.55,144.74
2011-05-18,16.23,145.6
2011-05-19,15.52,145.65
2011-05-20,17.43,147.49
2011-05-23,18.27,147.83
2011-05-24,17.82,148.59
2011-05-25,17.07,148.58
2011-05-26,16.09,148.22
2011-05-27,15.98,149.7
2011-05-31,15.45,149.64
2011-06-01,18.3,149.91
2011-06-02,18.09,149.5
2011-06-03,17.95,150.22
2011-06-06,18.49,150.48
2011-06-07,18.07,150.42
2011-06-08,18.79,149.81
2011-06-09,17.77,150.56
2011-06-10,18.86,149.24
2011-06-13,19.61,147.77
2011-06-14,18.26,148.67
2011-06-15,21.32,149.12
2011-06-16,22.73,148.97
2011-06-17,21.85,149.94
2011-06-20,19.99,150.03
2011-06-21,18.86,150.76
2011-06-22,18.52,150.99
2011-06-23,19.29,148.34
2011-06-24,21.1,146.26
2011-06-27,20.56,145.73
2011-06-28,19.17,146.24
2011-06-29,17.27,147.18
2011-06-30,16.52,146.0
2011-07-01,15.87,144.93
2011-07-05,16.06,147.63
2011-07-06,16.34,148.91
2011-07-07,15.95,149.15
2011-07-08,15.95,150.25
2011-07-11,18.39,151.59
2011-07-12,19.87,152.77
2011-07-13,19.91,154.14
2011-07-14,20.8,154.54
2011-07-15,19.53,155.2
2011-07-18,20.95,156.57
2011-07-19,19.21,154.66
2011-07-20,19.09,156.02
2011-07-21,17.56,154.83
2011-07-22,17.52,156.12
2011-07-25,19.35,157.34
2011-07-26,20.23,157.77
2011-07-27,22.98,157.19
2011-07-28,23.74,157.32
2011-07-29,25.25,158.29
2011-08-01,23.66,157.72
2011-08-02,24.79,161.52
2011-08-03,23.38,161.49
2011-08-04,31.66,160.64
2011-08-05,32.0,161.75
2011-08-08,48.0,167.12
2011-08-09,35.06,168.61
2011-08-10,42.99,174.58
2011-08-11,39.0,170.75
2011-08-12,36.36,169.97
2011-08-15,31.87,171.8
2011-08-16,32.85,173.92
2011-08-17,31.58,174.42
2011-08-18,42.67,177.72
2011-08-19,43.05,179.95
2011-08-22,42.44,184.59
2011-08-23,36.27,177.67
2011-08-24,35.9,171.65
2011-08-25,39.76,172.36
2011-08-26,35.59,177.47
2011-08-29,32.28,173.89
2011-08-30,32.89,179.1
2011-08-31,31.62,177.72
2011-09-01,31.82,177.87
2011-09-02,33.92,183.24
2011-09-06,37.0,182.9
2011-09-07,33.38,177.08
2011-09-08,34.32,181.81
2011-09-09,38.52,180.7
2011-09-12,38.59,176.67
2011-09-13,36.91,178.54
2011-09-14,34.6,177.21
2011-09-15,31.97,174.4
2011-09-16,30.98,176.03
2011-09-19,32.73,173.31
2011-09-20,32.86,175.78
2011-09-21,37.32,173.59
2011-09-22,41.35,169.05
2011-09-23,41.25,159.8
2011-09-26,39.02,157.58
2011-09-27,37.71,160.63
2011-09-28,41.08,156.22
2011-09-29,38.84,157.7
2011-09-30,42.96,158.06
2011-10-03,45.45,160.96
2011-10-04,40.82,157.64
2011-10-05,37.81,159.46
2011-10-06,36.27,160.49
2011-10-07,36.2,159.18
2011-10-10,33.02,163.27
2011-10-11,32.86,162.1
2011-10-12,31.26,163.26
2011-10-13,30.7,162.3
2011-10-14,28.24,163.4
2011-10-17,33.39,162.62
2011-10-18,31.56,161.84
2011-10-19,34.44,159.87
2011-10-20,34.78,157.77
2011-10-21,31.32,159.52
2011-10-24,29.26,161.02
2011-10-25,32.22,165.59
2011-10-26,29.86,167.4
2011-10-27,25.46,169.94
2011-10-28,24.53,169.62
2011-10-31,29.96,167.34
2011-11-01,34.77,167.38
2011-11-02,32.74,169.06
2011-11-03,30.5,171.72
2011-11-04,30.16,170.85
2011-11-07,29.85,174.98
2011-11-08,27.48,173.53
2011-11-09,36.16,172.07
2011-11-10,32.81,171.14
2011-11-11,30.04,173.96
2011-11-14,31.13,173.2
2011-11-15,31.22,173.36
2011-11-16,33.51,171.51
2011-11-17,34.51,167.1
2011-11-18,32.0,167.62
2011-11-21,32.91,163.5
2011-11-22,31.97,165.31
2011-11-23,33.98,164.83
2011-11-25,34.47,163.4
2011-11-28,32.13,166.63
2011-11-29,30.64,166.88
2011-11-30,27.8,170.13
2011-12-01,27.41,169.63
2011-12-02,27.52,169.82
2011-12-05,27.84,167.32
2011-12-06,28.13,168.18
2011-12-07,28.67,169.4
2011-12-08,30.59,165.98
2011-12-09,26.38,166.4
2011-12-12,25.67,161.99
2011-12-13,25.41,158.45
2011-12-14,26.04,152.89
2011-12-15,25.11,152.33
2011-12-16,24.29,155.23
2011-12-19,24.92,154.87
2011-12-20,23.22,156.98
2011-12-21,21.43,157.16
2011-12-22,21.16,156.04
2011-12-23,20.73,156.31
2011-12-27,21.91,154.91
2011-12-28,23.52,151.03
2011-12-29,22.65,150.34
2011-12-30,23.4,151.99
2012-01-03,22.97,155.92
2012-01-04,22.22,156.71
2012-01-05,21.48,157.78
2012-01-06,20.63,157.2
2012-01-09,21.07,156.5
2012-01-10,20.69,158.64
2012-01-11,21.05,159.67
2012-01-12,20.47,160.38
2012-01-13,20.91,159.26
2012-01-17,22.2,160.5
2012-01-18,20.89,161.6
2012-01-19,19.87,161.22
2012-01-20,18.28,162.07
2012-01-23,18.67,163.16
2012-01-24,18.91,162.01
2012-01-25,18.31,166.42
2012-01-26,18.57,167.27
2012-01-27,18.53,168.97
2012-01-30,19.4,168.03
2012-01-31,19.44,169.31
2012-02-01,18.55,169.56
2012-02-02,17.98,171.05
2012-02-03,17.1,167.64
2012-02-06,17.76,167.18
2012-02-07,17.65,169.7
2012-02-08,18.16,168.5
2012-02-09,18.63,168.02
2012-02-10,20.79,167.14
2012-02-13,19.04,167.51
2012-02-14,19.54,167.12
2012-02-15,21.14,168.11
2012-02-16,19.22,168.0
2012-02-17,17.78,167.35
2012-02-21,18.19,171.02
2012-02-22,18.19,172.94
2012-02-23,16.8,173.02
2012-02-24,17.31,172.23
2012-02-27,18.19,171.7
2012-02-28,17.96,173.49
2012-02-29,18.43,164.29
2012-03-01,17.26,166.61
2012-03-02,17.29,166.34
2012-03-05,18.05,165.65
2012-03-06,20.87,162.7
2012-03-07,19.07,163.63
2012-03-08,17.95,165.28
2012-03-09,17.11,166.38
2012-03-12,15.64,165.07
2012-03-13,14.8,162.3
2012-03-14,15.31,159.57
2012-03-15,15.42,161.08
2012-03-16,14.47,161.3
2012-03-19,15.04,161.59
2012-03-20,15.58,160.13
2012-03-21,15.13,160.21
2012-03-22,15.57,159.57
2012-03-23,14.82,161.53
2012-03-26,14.26,164.4
2012-03-27,15.59,163.24
2012-03-28,15.47,161.51
2012-03-29,15.48,161.28
2012-03-30,15.5,162.12
2012-04-02,15.64,162.94
2012-04-03,15.66,159.89
2012-04-04,16.44,157.21
2012-04-05,16.7,158.31
2012-04-09,18.81,159.37
2012-04-10,20.39,161.1
2012-04-11,20.02,161.07
2012-04-12,17.2,162.7
2012-04-13,19.55,160.85
2012-04-16,19.55,160.46
2012-04-17,18.46,160.27
2012-04-18,18.64,159.31
2012-04-19,18.36,159.43
2012-04-20,17.44,159.54
2012-04-23,18.97,159.07
2012-04-24,18.1,159.3
2012-04-25,16.82,159.62
2012-04-26,16.24,161.03
2012-04-27,16.32,161.38
2012-04-30,17.15,161.88
2012-05-01,16.6,161.32
2012-05-02,16.88,160.59
2012-05-03,17.56,158.97
